P1_WINS,MINUTES,T_NAME,SURFACE,P1_NAME,P2_NAME,P1_RANK,P2_RANK,T_DATE,P1_AGE,P2_AGE
0,87.0,Madrid Masters,Clay,Tommy Robredo,Roberto Bautista Agut,18,45,2014-05-04,32,26
1,129.0,Madrid Masters,Clay,Jo-Wilfried Tsonga,Edouard Roger Vasselin,13,47,2014-05-04,29,30
0,145.0,Madrid Masters,Clay,Lleyton Hewitt,Santiago Giraldo,43,46,2014-05-04,33,26
0,151.0,Madrid Masters,Clay,Andrey Golubev,Nicolas Almagro,61,24,2014-05-04,26,28
1,100.0,Madrid Masters,Clay,Jeremy Chardy,Lukas Rosol,49,52,2014-05-04,27,28
0,106.0,Madrid Masters,Clay,Pablo Andujar,Guillermo Garcia Lopez,36,38,2014-05-04,28,30
1,90.0,Madrid Masters,Clay,Kei Nishikori,Ivan Dodig,12,39,2014-05-04,24,29
0,87.0,Madrid Masters,Clay,Benjamin Becker,Mikhail Youzhny,67,16,2014-05-04,32,31
0,127.0,Madrid Masters,Clay,Federico Delbonis,Feliciano Lopez,42,29,2014-05-04,23,32
0,66.0,Madrid Masters,Clay,Dmitry Tursunov,Dominic Thiem,32,70,2014-05-04,31,20
1,92.0,Madrid Masters,Clay,Albert Ramos,Nicolas Mahut,115,37,2014-05-04,26,32
0,68.0,Madrid Masters,Clay,Philipp Kohlschreiber,Marinko Matosevic,27,68,2014-05-04,30,28
1,106.0,Madrid Masters,Clay,John Isner,Teymuraz Gabashvili,10,53,2014-05-04,29,28
0,125.0,Madrid Masters,Clay,Fabio Fognini,Alexandr Dolgopolov,15,22,2014-05-04,26,25
0,136.0,Madrid Masters,Clay,Jerzy Janowicz,Ernests Gulbis,21,20,2014-05-04,23,25
1,54.0,Madrid Masters,Clay,Marin Cilic,Joao Sousa,26,40,2014-05-04,25,25
0,69.0,Madrid Masters,Clay,Juan Monaco,Rafael Nadal,56,1,2014-05-04,30,27
1,52.0,Madrid Masters,Clay,Jarkko Nieminen,Igor Sijsling,57,59,2014-05-04,32,26
1,131.0,Madrid Masters,Clay,Grigor Dimitrov,Marius Copil,14,164,2014-05-04,22,23
1,70.0,Madrid Masters,Clay,Tomas Berdych,Kevin Anderson,6,19,2014-05-04,28,27
0,147.0,Madrid Masters,Clay,Gilles Simon,Lukasz Kubot,28,78,2014-05-04,29,31
0,121.0,Madrid Masters,Clay,Fernando Verdasco,Roberto Bautista Agut,25,45,2014-05-04,30,26
0,69.0,Madrid Masters,Clay,Jo-Wilfried Tsonga,Santiago Giraldo,13,46,2014-05-04,29,26
0,107.0,Madrid Masters,Clay,Nicolas Almagro,Andy Murray,24,8,2014-05-04,28,26
0,62.0,Madrid Masters,Clay,Jeremy Chardy,Milos Raonic,49,9,2014-05-04,27,23
1,65.0,Madrid Masters,Clay,Kei Nishikori,Guillermo Garcia Lopez,12,38,2014-05-04,24,30
1,139.0,Madrid Masters,Clay,Feliciano Lopez,Mikhail Youzhny,29,16,2014-05-04,32,31
1,105.0,Madrid Masters,Clay,Dominic Thiem,Stan Wawrinka,70,3,2014-05-04,20,29
0,170.0,Madrid Masters,Clay,Albert Ramos,David Ferrer,115,5,2014-05-04,26,32
1,158.0,Madrid Masters,Clay,John Isner,Marinko Matosevic,10,68,2014-05-04,29,28
1,77.0,Madrid Masters,Clay,Ernests Gulbis,Alexandr Dolgopolov,20,22,2014-05-04,25,25
0,108.0,Madrid Masters,Clay,Paul Henri Mathieu,Marin Cilic,87,26,2014-05-04,32,25
0,80.0,Madrid Masters,Clay,Jarkko Nieminen,Rafael Nadal,57,1,2014-05-04,32,27
0,110.0,Madrid Masters,Clay,Grigor Dimitrov,Tomas Berdych,14,6,2014-05-04,22,28
1,75.0,Madrid Masters,Clay,Roberto Bautista Agut,Lukasz Kubot,45,78,2014-05-04,26,31
0,70.0,Madrid Masters,Clay,Andy Murray,Santiago Giraldo,8,46,2014-05-04,26,26
0,126.0,Madrid Masters,Clay,Milos Raonic,Kei Nishikori,9,12,2014-05-04,23,24
1,78.0,Madrid Masters,Clay,David Ferrer,John Isner,5,10,2014-05-04,32,29
0,87.0,Madrid Masters,Clay,Marin Cilic,Ernests Gulbis,26,20,2014-05-04,25,25
1,88.0,Madrid Masters,Clay,Rafael Nadal,Tomas Berdych,1,6,2014-05-04,27,28
0,87.0,Madrid Masters,Clay,Santiago Giraldo,Roberto Bautista Agut,46,45,2014-05-04,26,26
0,91.0,Madrid Masters,Clay,Feliciano Lopez,Kei Nishikori,29,12,2014-05-04,32,24
0,101.0,Madrid Masters,Clay,Ernests Gulbis,David Ferrer,20,5,2014-05-04,25,32
0,103.0,Madrid Masters,Clay,Roberto Bautista Agut,Rafael Nadal,45,1,2014-05-04,26,27
0,176.0,Madrid Masters,Clay,David Ferrer,Kei Nishikori,5,12,2014-05-04,32,24
0,71.0,Rome Masters,Clay,Filippo Volandri,Gilles Simon,97,30,2014-05-11,32,29
0,94.0,Rome Masters,Clay,Fernando Verdasco,Andrey Golubev,25,59,2014-05-11,30,26
1,90.0,Rome Masters,Clay,Mikhail Youzhny,Nicolas Mahut,16,39,2014-05-11,31,32
0,87.0,Rome Masters,Clay,John Isner,Jurgen Melzer,11,67,2014-05-11,29,32
0,82.0,Rome Masters,Clay,Feliciano Lopez,Marcel Granollers,27,31,2014-05-11,32,28
1,97.0,Rome Masters,Clay,Pere Riba,Paolo Lorenzi,98,90,2014-05-11,26,32
0,94.0,Rome Masters,Clay,Marco Cecchinato,Igor Sijsling,149,53,2014-05-11,21,26
0,108.0,Rome Masters,Clay,Andreas Seppi,Tommy Haas,34,19,2014-05-11,30,36
0,127.0,Rome Masters,Clay,Edouard Roger Vasselin,Grigor Dimitrov,45,14,2014-05-11,30,22
0,120.0,Rome Masters,Clay,Pablo Carreno Busta,Ivo Karlovic,68,52,2014-05-11,22,35
0,83.0,Rome Masters,Clay,Roberto Bautista Agut,Dmitry Tursunov,28,33,2014-05-11,26,31
0,142.0,Rome Masters,Clay,Stefano Travaglia,Simone Bolelli,293,162,2014-05-11,22,28
1,94.0,Rome Masters,Clay,Kevin Anderson,Vasek Pospisil,20,32,2014-05-11,27,23
1,87.0,Rome Masters,Clay,Jo-Wilfried Tsonga,Alexandr Dolgopolov,13,21,2014-05-11,29,25
1,67.0,Rome Masters,Clay,Lukas Rosol,Fabio Fognini,56,15,2014-05-11,28,26
1,92.0,Rome Masters,Clay,Ivan Dodig,Federico Delbonis,40,44,2014-05-11,29,23
0,85.0,Rome Masters,Clay,Robin Haase,Jeremy Chardy,50,47,2014-05-11,27,27
0,151.0,Rome Masters,Clay,Joao Sousa,Mikhail Kukushkin,41,60,2014-05-11,25,26
0,96.0,Rome Masters,Clay,Alejandro Gonzalez,Stephane Robert,79,85,2014-05-11,25,33
0,93.0,Rome Masters,Clay,Juan Monaco,Tommy Robredo,54,18,2014-05-11,30,32
1,139.0,Rome Masters,Clay,Philipp Kohlschreiber,Jerzy Janowicz,29,22,2014-05-11,30,23
0,156.0,Rome Masters,Clay,Pablo Andujar,Radek Stepanek,64,43,2014-05-11,28,35
1,199.0,Rome Masters,Clay,Rafael Nadal,Gilles Simon,1,30,2014-05-11,27,29
1,142.0,Rome Masters,Clay,Jurgen Melzer,Marin Cilic,67,26,2014-05-11,32,25
1,86.0,Rome Masters,Clay,Andy Murray,Marcel Granollers,8,31,2014-05-11,26,28
0,51.0,Rome Masters,Clay,Pere Riba,Stan Wawrinka,98,3,2014-05-11,26,29
0,80.0,Rome Masters,Clay,Igor Sijsling,Tommy Haas,53,19,2014-05-11,26,36
1,73.0,Rome Masters,Clay,Grigor Dimitrov,Ivo Karlovic,14,52,2014-05-11,22,35
0,83.0,Rome Masters,Clay,Dmitry Tursunov,Tomas Berdych,33,6,2014-05-11,31,28
0,100.0,Rome Masters,Clay,Simone Bolelli,Milos Raonic,162,10,2014-05-11,28,23
0,135.0,Rome Masters,Clay,Kevin Anderson,Jo-Wilfried Tsonga,20,13,2014-05-11,27,29
1,75.0,Rome Masters,Clay,Ivan Dodig,Lukas Rosol,40,56,2014-05-11,29,28
1,127.0,Rome Masters,Clay,Jeremy Chardy,Roger Federer,47,4,2014-05-11,27,32
0,67.0,Rome Masters,Clay,Mikhail Kukushkin,David Ferrer,60,5,2014-05-11,26,32
1,118.0,Rome Masters,Clay,Ernests Gulbis,Stephane Robert,17,85,2014-05-11,25,33
0,79.0,Rome Masters,Clay,Tommy Robredo,Philipp Kohlschreiber,18,29,2014-05-11,32,30
1,97.0,Rome Masters,Clay,Novak Djokovic,Radek Stepanek,2,43,2014-05-11,26,35
1,164.0,Rome Masters,Clay,Rafael Nadal,Mikhail Youzhny,1,16,2014-05-11,27,31
0,102.0,Rome Masters,Clay,Jurgen Melzer,Andy Murray,67,8,2014-05-11,32,26
0,120.0,Rome Masters,Clay,Stan Wawrinka,Tommy Haas,3,19,2014-05-11,29,36
0,145.0,Rome Masters,Clay,Tomas Berdych,Grigor Dimitrov,6,14,2014-05-11,28,22
0,108.0,Rome Masters,Clay,Jo-Wilfried Tsonga,Milos Raonic,13,10,2014-05-11,29,23
1,72.0,Rome Masters,Clay,Jeremy Chardy,Ivan Dodig,47,40,2014-05-11,27,29
1,71.0,Rome Masters,Clay,David Ferrer,Ernests Gulbis,5,17,2014-05-11,32,25
1,96.0,Rome Masters,Clay,Novak Djokovic,Philipp Kohlschreiber,2,29,2014-05-11,26,30
1,161.0,Rome Masters,Clay,Rafael Nadal,Andy Murray,1,8,2014-05-11,27,26
0,122.0,Rome Masters,Clay,Jeremy Chardy,Milos Raonic,47,10,2014-05-11,27,23
1,152.0,Rome Masters,Clay,Novak Djokovic,David Ferrer,2,5,2014-05-11,26,32
1,83.0,Rome Masters,Clay,Rafael Nadal,Grigor Dimitrov,1,14,2014-05-11,27,22
0,181.0,Rome Masters,Clay,Milos Raonic,Novak Djokovic,10,2,2014-05-11,23,26
0,139.0,Rome Masters,Clay,Rafael Nadal,Novak Djokovic,1,2,2014-05-11,27,26
1,121.0,Dusseldorf,Clay,Teymuraz Gabashvili,Dusan Lajovic,60,84,2014-05-18,28,23
1,80.0,Dusseldorf,Clay,Mate Delic,Michal Przysiezny,211,102,2014-05-18,20,30
1,84.0,Dusseldorf,Clay,Dustin Brown,Yen Hsun Lu,87,46,2014-05-18,29,30
0,118.0,Dusseldorf,Clay,Marinko Matosevic,Adrian Mannarino,68,96,2014-05-18,28,25
0,120.0,Dusseldorf,Clay,Alessandro Giannessi,Jason Kubler,366,352,2014-05-18,23,20
1,116.0,Dusseldorf,Clay,Denis Istomin,Jarkko Nieminen,57,51,2014-05-18,27,32
0,94.0,Dusseldorf,Clay,Igor Sijsling,Jiri Vesely,52,104,2014-05-18,26,20
1,60.0,Dusseldorf,Clay,Nikolay Davydenko,Dudi Sela,100,110,2014-05-18,32,29
0,61.0,Dusseldorf,Clay,Pablo Carreno Busta,Jurgen Melzer,70,59,2014-05-18,22,32
0,132.0,Dusseldorf,Clay,Tobias Kamke,Ivo Karlovic,101,49,2014-05-18,27,35
0,124.0,Dusseldorf,Clay,Mirza Basic,Nikola Milojevic,281,581,2014-05-18,22,18
0,57.0,Dusseldorf,Clay,Benjamin Becker,Juan Monaco,71,54,2014-05-18,32,30
1,67.0,Dusseldorf,Clay,Philipp Kohlschreiber,Teymuraz Gabashvili,29,60,2014-05-18,30,28
0,46.0,Dusseldorf,Clay,Dustin Brown,Mate Delic,87,211,2014-05-18,29,20
0,57.0,Dusseldorf,Clay,Adrian Mannarino,Andreas Seppi,96,33,2014-05-18,25,30
0,98.0,Dusseldorf,Clay,Jason Kubler,Denis Istomin,352,57,2014-05-18,20,27
1,82.0,Dusseldorf,Clay,Jiri Vesely,Nikolay Davydenko,104,100,2014-05-18,20,32
0,142.0,Dusseldorf,Clay,Joao Sousa,Jurgen Melzer,42,59,2014-05-18,25,32
1,72.0,Dusseldorf,Clay,Ivo Karlovic,Nikola Milojevic,49,581,2014-05-18,35,18
0,73.0,Dusseldorf,Clay,Marcel Granollers,Juan Monaco,37,54,2014-05-18,28,30
0,104.0,Dusseldorf,Clay,Mate Delic,Philipp Kohlschreiber,211,29,2014-05-18,20,30
0,75.0,Dusseldorf,Clay,Andreas Seppi,Denis Istomin,33,57,2014-05-18,30,27
1,63.0,Dusseldorf,Clay,Jiri Vesely,Jurgen Melzer,104,59,2014-05-18,20,32
0,114.0,Dusseldorf,Clay,Juan Monaco,Ivo Karlovic,54,49,2014-05-18,30,35
1,115.0,Dusseldorf,Clay,Philipp Kohlschreiber,Denis Istomin,29,57,2014-05-18,30,27
0,116.0,Dusseldorf,Clay,Jiri Vesely,Ivo Karlovic,104,49,2014-05-18,20,35
0,73.0,Dusseldorf,Clay,Ivo Karlovic,Philipp Kohlschreiber,49,29,2014-05-18,35,30
0,68.0,Nice,Clay,Kenny De Schepper,Jack Sock,74,79,2014-05-18,26,21
0,98.0,Nice,Clay,Lucas Pouille,Paul Henri Mathieu,195,83,2014-05-18,20,32
0,92.0,Nice,Clay,Mikhail Kukushkin,Federico Delbonis,56,45,2014-05-18,26,23
1,137.0,Nice,Clay,Dominic Thiem,Steve Johnson,58,67,2014-05-18,20,24
0,142.0,Nice,Clay,Julien Benneteau,Carlos Berlocq,43,48,2014-05-18,32,31
0,114.0,Nice,Clay,Martin Vaisse,Nicolas Mahut,309,38,2014-05-18,26,32
0,66.0,Nice,Clay,Alejandro Gonzalez,Edouard Roger Vasselin,78,47,2014-05-18,25,30
0,110.0,Nice,Clay,Borna Coric,Leonardo Mayer,245,77,2014-05-18,17,27
1,73.0,Nice,Clay,Albert Montanes,Matthew Ebden,61,75,2014-05-18,33,26
0,56.0,Nice,Clay,Aleksandr Nedovyesov,Dmitry Tursunov,99,32,2014-05-18,27,31
0,62.0,Nice,Clay,Filippo Volandri,Robin Haase,97,50,2014-05-18,32,27
0,108.0,Nice,Clay,Bernard Tomic,Martin Klizan,81,62,2014-05-18,21,24
1,78.0,Nice,Clay,John Isner,Jack Sock,11,79,2014-05-18,29,21
0,81.0,Nice,Clay,Paul Henri Mathieu,Federico Delbonis,83,45,2014-05-18,32,23
1,122.0,Nice,Clay,Gilles Simon,Dominic Thiem,30,58,2014-05-18,29,20
1,82.0,Nice,Clay,Carlos Berlocq,Nicolas Mahut,48,38,2014-05-18,31,32
1,140.0,Nice,Clay,Leonardo Mayer,Edouard Roger Vasselin,77,47,2014-05-18,27,30
1,105.0,Nice,Clay,Albert Montanes,Sam Querrey,61,64,2014-05-18,33,26
1,80.0,Nice,Clay,Dmitry Tursunov,Robin Haase,32,50,2014-05-18,31,27
0,129.0,Nice,Clay,Martin Klizan,Ernests Gulbis,62,19,2014-05-18,24,25
0,133.0,Nice,Clay,John Isner,Federico Delbonis,11,45,2014-05-18,29,23
1,86.0,Nice,Clay,Gilles Simon,Carlos Berlocq,30,48,2014-05-18,29,31
0,130.0,Nice,Clay,Leonardo Mayer,Albert Montanes,77,61,2014-05-18,27,33
1,123.0,Nice,Clay,Ernests Gulbis,Dmitry Tursunov,19,32,2014-05-18,25,31
1,71.0,Nice,Clay,Federico Delbonis,Gilles Simon,45,30,2014-05-18,23,29
1,70.0,Nice,Clay,Ernests Gulbis,Albert Montanes,19,61,2014-05-18,25,33
0,99.0,Nice,Clay,Federico Delbonis,Ernests Gulbis,45,19,2014-05-18,23,25
1,102.0,Roland Garros,Clay,Rafael Nadal,Robby Ginepri,1,279,2014-05-26,27,31
1,128.0,Roland Garros,Clay,Dominic Thiem,Paul Henri Mathieu,57,90,2014-05-26,20,32
1,158.0,Roland Garros,Clay,Leonardo Mayer,James Duckworth,65,165,2014-05-26,27,22
1,100.0,Roland Garros,Clay,Teymuraz Gabashvili,Vasek Pospisil,58,31,2014-05-26,29,23
1,237.0,Roland Garros,Clay,Steve Johnson,Laurent Lokoli,64,406,2014-05-26,24,19
0,111.0,Roland Garros,Clay,Federico Delbonis,Dusan Lajovic,34,83,2014-05-26,23,23
0,118.0,Roland Garros,Clay,Grigor Dimitrov,Ivo Karlovic,12,37,2014-05-26,23,35
0,168.0,Roland Garros,Clay,Daniel Brands,Andreas Haider Maurer,131,104,2014-05-26,26,27
0,226.0,Roland Garros,Clay,Bradley Klahn,Axel Michon,71,206,2014-05-26,23,23
0,110.0,Roland Garros,Clay,Stephane Robert,Kevin Anderson,74,20,2014-05-26,34,28
0,111.0,Roland Garros,Clay,Santiago Giraldo,Andreas Seppi,35,33,2014-05-26,26,30
0,100.0,Roland Garros,Clay,Lucas Pouille,Juan Monaco,190,76,2014-05-26,20,30
1,124.0,Roland Garros,Clay,Simone Bolelli,Andrea Arnaboldi,150,173,2014-05-26,28,26
1,100.0,Roland Garros,Clay,David Ferrer,Igor Sijsling,5,55,2014-05-26,32,26
1,143.0,Roland Garros,Clay,Guillermo Garcia Lopez,Stan Wawrinka,41,3,2014-05-26,30,29
1,74.0,Roland Garros,Clay,Adrian Mannarino,Yen Hsun Lu,89,48,2014-05-26,25,30
0,134.0,Roland Garros,Clay,Dudi Sela,Donald Young,110,79,2014-05-26,29,24
1,153.0,Roland Garros,Clay,Feliciano Lopez,Damir Dzumhur,27,129,2014-05-26,32,22
1,151.0,Roland Garros,Clay,Gael Monfils,Victor Hanescu,28,85,2014-05-26,27,32
0,101.0,Roland Garros,Clay,Albano Olivetti,Jan Lennard Struff,161,62,2014-05-26,22,24
0,175.0,Roland Garros,Clay,Benjamin Becker,Thomaz Bellucci,69,108,2014-05-26,32,26
0,101.0,Roland Garros,Clay,Andreas Beck,Fabio Fognini,123,15,2014-05-26,28,27
0,97.0,Roland Garros,Clay,Bernard Tomic,Richard Gasquet,80,13,2014-05-26,21,27
0,188.0,Roland Garros,Clay,Lleyton Hewitt,Carlos Berlocq,46,47,2014-05-26,33,31
1,80.0,Roland Garros,Clay,Pablo Cuevas,Matthew Ebden,136,73,2014-05-26,28,26
1,152.0,Roland Garros,Clay,Fernando Verdasco,Michael Llodra,25,153,2014-05-26,30,34
0,107.0,Roland Garros,Clay,Pere Riba,Philipp Kohlschreiber,84,24,2014-05-26,26,30
0,139.0,Roland Garros,Clay,Sergiy Stakhovsky,Denis Istomin,93,49,2014-05-26,28,27
1,181.0,Roland Garros,Clay,Marinko Matosevic,Dustin Brown,66,82,2014-05-26,28,29
1,155.0,Roland Garros,Clay,Andy Murray,Andrey Golubev,8,53,2014-05-26,27,26
0,118.0,Roland Garros,Clay,Peter Polansky,Tomas Berdych,135,6,2014-05-26,25,28
0,193.0,Roland Garros,Clay,Somdev Devvarman,Aleksandr Nedovyesov,96,101,2014-05-26,29,27
1,98.0,Roland Garros,Clay,Benoit Paire,Alejandro Falla,61,70,2014-05-26,25,30
0,139.0,Roland Garros,Clay,Paolo Lorenzi,Roberto Bautista Agut,88,29,2014-05-26,32,26
1,173.0,Roland Garros,Clay,Tommy Robredo,James Ward,19,168,2014-05-26,32,27
1,196.0,Roland Garros,Clay,Mikhail Kukushkin,Nicolas Mahut,54,40,2014-05-26,26,32
0,153.0,Roland Garros,Clay,Pierre Hugues Herbert,John Isner,130,11,2014-05-26,23,29
1,179.0,Roland Garros,Clay,Mikhail Youzhny,Pablo Carreno Busta,16,68,2014-05-26,31,22
1,208.0,Roland Garros,Clay,Radek Stepanek,Facundo Arguello,43,114,2014-05-26,35,21
0,267.0,Roland Garros,Clay,Julien Benneteau,Facundo Bagnis,45,143,2014-05-26,32,24
0,162.0,Roland Garros,Clay,Lukasz Kubot,Ernests Gulbis,63,17,2014-05-26,32,25
1,105.0,Roland Garros,Clay,Dmitry Tursunov,Potito Starace,32,176,2014-05-26,31,32
1,116.0,Roland Garros,Clay,Sam Querrey,Filippo Volandri,67,99,2014-05-26,26,32
0,144.0,Roland Garros,Clay,Gastao Elias,Diego Schwartzman,178,109,2014-05-26,23,21
0,84.0,Roland Garros,Clay,Lukas Lacko,Roger Federer,87,4,2014-05-26,26,32
1,120.0,Roland Garros,Clay,Milos Raonic,Nick Kyrgios,9,160,2014-05-26,23,19
0,126.0,Roland Garros,Clay,Lukas Rosol,Jiri Vesely,52,81,2014-05-26,28,20
0,157.0,Roland Garros,Clay,Michael Russell,Alejandro Gonzalez,98,77,2014-05-26,36,25
0,94.0,Roland Garros,Clay,Ante Pavic,Gilles Simon,177,30,2014-05-26,25,29
1,130.0,Roland Garros,Clay,Alexandr Dolgopolov,Albert Ramos,21,115,2014-05-26,25,26
1,120.0,Roland Garros,Clay,Robin Haase,Nikolay Davydenko,50,92,2014-05-26,27,32
0,117.0,Roland Garros,Clay,Kei Nishikori,Martin Klizan,10,59,2014-05-26,24,24
0,141.0,Roland Garros,Clay,Edouard Roger Vasselin,Jo-Wilfried Tsonga,51,14,2014-05-26,30,29
0,207.0,Roland Garros,Clay,David Goffin,Jurgen Melzer,105,56,2014-05-26,23,33
0,228.0,Roland Garros,Clay,Michal Przysiezny,Jarkko Nieminen,102,60,2014-05-26,30,32
1,143.0,Roland Garros,Clay,Jerzy Janowicz,Victor Estrella,23,100,2014-05-26,23,33
0,131.0,Roland Garros,Clay,Pablo Andujar,Marin Cilic,78,26,2014-05-26,28,25
0,151.0,Roland Garros,Clay,Miloslav Mecir Jr,Tobias Kamke,211,106,2014-05-26,26,28
0,97.0,Roland Garros,Clay,Daniel Gimeno Traver,Jeremy Chardy,94,42,2014-05-26,28,27
0,110.0,Roland Garros,Clay,Joao Sousa,Novak Djokovic,44,2,2014-05-26,25,27
0,125.0,Roland Garros,Clay,Dominic Thiem,Rafael Nadal,57,1,2014-05-26,20,27
1,168.0,Roland Garros,Clay,Leonardo Mayer,Teymuraz Gabashvili,65,58,2014-05-26,27,29
1,107.0,Roland Garros,Clay,Jack Sock,Steve Johnson,75,64,2014-05-26,21,24
0,95.0,Roland Garros,Clay,Jurgen Zopp,Dusan Lajovic,335,83,2014-05-26,26,23
0,107.0,Roland Garros,Clay,Andreas Haider Maurer,Ivo Karlovic,104,37,2014-05-26,27,35
1,125.0,Roland Garros,Clay,Kevin Anderson,Axel Michon,20,206,2014-05-26,28,23
0,143.0,Roland Garros,Clay,Juan Monaco,Andreas Seppi,76,33,2014-05-26,30,30
1,108.0,Roland Garros,Clay,David Ferrer,Simone Bolelli,5,150,2014-05-26,32,28
0,157.0,Roland Garros,Clay,Adrian Mannarino,Guillermo Garcia Lopez,89,41,2014-05-26,25,30
0,115.0,Roland Garros,Clay,Feliciano Lopez,Donald Young,27,79,2014-05-26,32,24
1,133.0,Roland Garros,Clay,Gael Monfils,Jan Lennard Struff,28,62,2014-05-26,27,24
0,126.0,Roland Garros,Clay,Thomaz Bellucci,Fabio Fognini,108,15,2014-05-26,26,27
1,162.0,Roland Garros,Clay,Richard Gasquet,Carlos Berlocq,13,47,2014-05-26,27,31
1,233.0,Roland Garros,Clay,Fernando Verdasco,Pablo Cuevas,25,136,2014-05-26,30,28
1,118.0,Roland Garros,Clay,Philipp Kohlschreiber,Denis Istomin,24,49,2014-05-26,30,27
0,116.0,Roland Garros,Clay,Marinko Matosevic,Andy Murray,66,8,2014-05-26,28,27
0,174.0,Roland Garros,Clay,Aleksandr Nedovyesov,Tomas Berdych,101,6,2014-05-26,27,28
0,130.0,Roland Garros,Clay,Benoit Paire,Roberto Bautista Agut,61,29,2014-05-26,25,26
0,101.0,Roland Garros,Clay,Kenny De Schepper,Tommy Robredo,72,19,2014-05-26,26,32
0,198.0,Roland Garros,Clay,Mikhail Kukushkin,John Isner,54,11,2014-05-26,26,29
0,141.0,Roland Garros,Clay,Mikhail Youzhny,Radek Stepanek,16,43,2014-05-26,31,35
0,117.0,Roland Garros,Clay,Facundo Bagnis,Ernests Gulbis,143,17,2014-05-26,24,25
0,101.0,Roland Garros,Clay,Sam Querrey,Dmitry Tursunov,67,32,2014-05-26,26,31
1,103.0,Roland Garros,Clay,Roger Federer,Diego Schwartzman,4,109,2014-05-26,32,21
1,128.0,Roland Garros,Clay,Milos Raonic,Jiri Vesely,9,81,2014-05-26,23,20
1,104.0,Roland Garros,Clay,Gilles Simon,Alejandro Gonzalez,30,77,2014-05-26,29,25
0,187.0,Roland Garros,Clay,Alexandr Dolgopolov,Marcel Granollers,21,39,2014-05-26,25,28
0,185.0,Roland Garros,Clay,Robin Haase,Martin Klizan,50,59,2014-05-26,27,24
1,107.0,Roland Garros,Clay,Jo-Wilfried Tsonga,Jurgen Melzer,14,56,2014-05-26,29,33
1,134.0,Roland Garros,Clay,Jerzy Janowicz,Jarkko Nieminen,23,60,2014-05-26,23,32
0,122.0,Roland Garros,Clay,Tobias Kamke,Marin Cilic,106,26,2014-05-26,28,25
1,92.0,Roland Garros,Clay,Novak Djokovic,Jeremy Chardy,2,42,2014-05-26,27,27
0,137.0,Roland Garros,Clay,Leonardo Mayer,Rafael Nadal,65,1,2014-05-26,27,27
1,134.0,Roland Garros,Clay,Dusan Lajovic,Jack Sock,83,75,2014-05-26,23,21
0,142.0,Roland Garros,Clay,Andreas Seppi,David Ferrer,33,5,2014-05-26,30,32
0,227.0,Roland Garros,Clay,Donald Young,Guillermo Garcia Lopez,79,41,2014-05-26,24,30
0,204.0,Roland Garros,Clay,Fabio Fognini,Gael Monfils,15,28,2014-05-26,27,27
1,118.0,Roland Garros,Clay,Fernando Verdasco,Richard Gasquet,25,13,2014-05-26,30,27
1,247.0,Roland Garros,Clay,Andy Murray,Philipp Kohlschreiber,8,24,2014-05-26,27,30
0,163.0,Roland Garros,Clay,Roberto Bautista Agut,Tomas Berdych,29,6,2014-05-26,26,28
1,198.0,Roland Garros,Clay,John Isner,Tommy Robredo,11,19,2014-05-26,29,32
0,119.0,Roland Garros,Clay,Radek Stepanek,Ernests Gulbis,43,17,2014-05-26,35,25
0,187.0,Roland Garros,Clay,Dmitry Tursunov,Roger Federer,32,4,2014-05-26,31,32
1,196.0,Roland Garros,Clay,Milos Raonic,Gilles Simon,9,30,2014-05-26,23,29
0,254.0,Roland Garros,Clay,Martin Klizan,Marcel Granollers,59,39,2014-05-26,24,28
0,121.0,Roland Garros,Clay,Jerzy Janowicz,Jo-Wilfried Tsonga,23,14,2014-05-26,23,29
0,191.0,Roland Garros,Clay,Marin Cilic,Novak Djokovic,26,2,2014-05-26,25,27
1,93.0,Roland Garros,Clay,Rafael Nadal,Dusan Lajovic,1,83,2014-05-26,27,23
0,171.0,Roland Garros,Clay,Kevin Anderson,David Ferrer,20,5,2014-05-26,28,32
1,118.0,Roland Garros,Clay,Gael Monfils,Guillermo Garcia Lopez,28,41,2014-05-26,27,30
0,174.0,Roland Garros,Clay,Fernando Verdasco,Andy Murray,25,8,2014-05-26,30,27
1,111.0,Roland Garros,Clay,Tomas Berdych,John Isner,6,11,2014-05-26,28,29
0,222.0,Roland Garros,Clay,Roger Federer,Ernests Gulbis,4,17,2014-05-26,32,25
1,114.0,Roland Garros,Clay,Milos Raonic,Marcel Granollers,9,39,2014-05-26,23,28
0,89.0,Roland Garros,Clay,Jo-Wilfried Tsonga,Novak Djokovic,14,2,2014-05-26,29,27
1,154.0,Roland Garros,Clay,Rafael Nadal,David Ferrer,1,5,2014-05-26,27,32
0,195.0,Roland Garros,Clay,Gael Monfils,Andy Murray,28,8,2014-05-26,27,27
1,119.0,Roland Garros,Clay,Ernests Gulbis,Tomas Berdych,17,6,2014-05-26,25,28
1,142.0,Roland Garros,Clay,Novak Djokovic,Milos Raonic,2,9,2014-05-26,27,23
1,100.0,Roland Garros,Clay,Rafael Nadal,Andy Murray,1,8,2014-05-26,27,27
1,154.0,Roland Garros,Clay,Novak Djokovic,Ernests Gulbis,2,17,2014-05-26,27,25
1,211.0,Roland Garros,Clay,Rafael Nadal,Novak Djokovic,1,2,2014-05-26,27,27
0,58.0,Halle,Grass,Andrey Kuznetsov,Dustin Brown,111,85,2014-06-09,23,29
